game,biome_category,source_page,track_title,source_kind,source,resolved_title,duration_sec,local_path
MapleStory,city_machine,Bgm56,Doubt You,ytdlp,https://www.youtube.com/watch?v=vhcSDQFrC0w,[MapleStory BGM] Toolen City: Doubt You,88,/workspaces/small_diffusion/ost_biome_dataset/audio/city_machine/Doubt You.mp3
MapleStory,city_machine,Bgm62,The Gaze of Abandoned Robots,ytdlp,https://www.youtube.com/watch?v=CoePzXC7Lv4,[MapleStory BGM] Geardrak: The Gaze of Abandoned Robots,95,/workspaces/small_diffusion/ost_biome_dataset/audio/city_machine/The Gaze of Abandoned Robots.mp3
MapleStory,city_machine,Bgm62,The Gaze of Abandoned Robots (Original),ytdlp,https://www.youtube.com/watch?v=TtDjTsWO3rY,[MapleStory BGM] Geardrak: The Gaze of Abandoned Robots (Original Version),87,/workspaces/small_diffusion/ost_biome_dataset/audio/city_machine/The Gaze of Abandoned Robots Original.mp3
MapleStory,city_machine,BgmGL,Blackgate,ytdlp,https://www.youtube.com/watch?v=2v-Mm-soYvw,[MapleStory BGM] Blackgate (GMS 1.63),60,/workspaces/small_diffusion/ost_biome_dataset/audio/city_machine/Blackgate.mp3
MapleStory,city_machine,BgmJp,City Hall,ytdlp,https://www.youtube.com/watch?v=6eY155X67Ww,[MapleStory BGM] Tokyo: City Hall (JMS 3.25),90,/workspaces/small_diffusion/ost_biome_dataset/audio/city_machine/City Hall.mp3
MapleStory,city_machine,BgmJp,City Warfare,ytdlp,https://www.youtube.com/watch?v=unR2SUdW3Oc,[MapleStory BGM] Tokyo: City Warfare (JMS 3.25),94,/workspaces/small_diffusion/ost_biome_dataset/audio/city_machine/City Warfare.mp3
MapleStory,city_machine,BgmJp,Yume,ytdlp,https://www.youtube.com/watch?v=58QPkwCSd4Y,[MapleStory BGM] Showa: Yume,157,/workspaces/small_diffusion/ost_biome_dataset/audio/city_machine/Yume.mp3
MapleStory,city_machine,BgmSG,Boat Quay Town,ytdlp,https://www.youtube.com/watch?v=GSDD0c_7FV0,[MapleStory BGM] Singapore: Boat Quay Town,165,/workspaces/small_diffusion/ost_biome_dataset/audio/city_machine/Boat Quay Town.mp3
MapleStory,city_machine,BgmSG,Ulu Field,ytdlp,https://www.youtube.com/watch?v=JIriGe2tdeA,[MapleStory BGM] Singapore: Ulu Field,152,/workspaces/small_diffusion/ost_biome_dataset/audio/city_machine/Ulu Field.mp3
MapleStory,city_machine,Bgm12,Dispute,ytdlp,https://www.youtube.com/watch?v=5FDFLwPw0bU,[MapleStory BGM] Magatia: Dispute,156,/workspaces/small_diffusion/ost_biome_dataset/audio/city_machine/Dispute.mp3
MapleStory,city_machine,Bgm21,Lovers in the Afternoon,ytdlp,https://www.youtube.com/watch?v=0YyPld_3pBY,[MapleStory BGM] Kerning Tower: Lovers in the Afternoon,82,/workspaces/small_diffusion/ost_biome_dataset/audio/city_machine/Lovers in the Afternoon.mp3
MapleStory,city_machine,Bgm22,Low Grade Ore (Original),ytdlp,https://www.youtube.com/watch?v=PhBbDgnZCFk,[MapleStory BGM] Edelstein: Low Grade Ore (Original Version),134,/workspaces/small_diffusion/ost_biome_dataset/audio/city_machine/Low Grade Ore Original.mp3
MapleStory,city_machine,Bgm40,Junkyard,ytdlp,https://www.youtube.com/watch?v=kpcYbzQi3uk,[MapleStory BGM] Junkyard (KMST 1.2.513),127,/workspaces/small_diffusion/ost_biome_dataset/audio/city_machine/Junkyard.mp3
MapleStory,city_machine,Bgm47,Mr. Hazard,ytdlp,https://www.youtube.com/watch?v=lr9320Tq2_E,[MapleStory BGM] Savage Terminal: Mr. Hazard,87,/workspaces/small_diffusion/ost_biome_dataset/audio/city_machine/Mr Hazard.mp3
MapleStory,city_machine,Bgm47,Savage Terminal,ytdlp,https://www.youtube.com/watch?v=USf5VrWCrSk,[MapleStory BGM] Savage Terminal,105,/workspaces/small_diffusion/ost_biome_dataset/audio/city_machine/Savage Terminal.mp3
MapleStory,city_machine,Bgm48,Memory of Kritias,ytdlp,https://www.youtube.com/watch?v=McglYq6k4eU,[MapleStory BGM] Morass: Memory of Kritias,99,/workspaces/small_diffusion/ost_biome_dataset/audio/city_machine/Memory of Kritias.mp3
MapleStory,city_machine,Bgm51,Los Gurugers,ytdlp,https://www.youtube.com/watch?v=Kx4OwM2gcfA,[MapleStory BGM] Savage Terminal: Los Gurugers,91,/workspaces/small_diffusion/ost_biome_dataset/audio/city_machine/Los Gurugers.mp3
MapleStory,city_machine,Bgm52,Borderless,ytdlp,https://www.youtube.com/watch?v=qTycdjpeWyQ,[MapleStory BGM] Glorion: Borderless,87,/workspaces/small_diffusion/ost_biome_dataset/audio/city_machine/Borderless.mp3
MapleStory,city_machine,Bgm54,Reverse City,ytdlp,https://www.youtube.com/watch?v=Z5sInHxNTRg,[MapleStory BGM] Reverse City,114,/workspaces/small_diffusion/ost_biome_dataset/audio/city_machine/Reverse City.mp3
